2024-07-24 17:32:36.072 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-07-24 17:32:36.238 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-07-24 17:32:36.239 | INFO | common.logger:wrapper:44 | 函数 data_analysis 开始执行，入参:(<POM.api.page_object.stats_PMC_page.DataAnalysis object at 0x000002334208A870>, 7){}
2024-07-24 17:32:36.362 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/analysis/data成功
2024-07-24 17:32:36.362 | INFO | common.logger:wrapper:49 | 函数 data_analysis 执行完成，函数返回结果：{'code': 200, 'error': 'Success', 'data': {'time': 0, 'cal': 0, 'distance': 0, 'tss': 0, 'num': 0, 'days': 0}}

2024-07-24 17:32:36.570 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-07-24 17:32:36.571 | INFO | common.logger:wrapper:44 | 函数 data_analysis 开始执行，入参:(<POM.api.page_object.stats_PMC_page.DataAnalysis object at 0x000002334208AEA0>, 28){}
2024-07-24 17:32:36.683 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/analysis/data成功
2024-07-24 17:32:36.684 | INFO | common.logger:wrapper:49 | 函数 data_analysis 执行完成，函数返回结果：{'code': 200, 'error': 'Success', 'data': {'time': 0, 'cal': 0, 'distance': 0, 'tss': 0, 'num': 0, 'days': 0}}

2024-07-24 17:32:36.845 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-07-24 17:32:36.846 | INFO | common.logger:wrapper:44 | 函数 data_analysis 开始执行，入参:(<POM.api.page_object.stats_PMC_page.DataAnalysis object at 0x00000233420C6300>, 84){}
2024-07-24 17:32:36.972 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/analysis/data成功
2024-07-24 17:32:36.973 | INFO | common.logger:wrapper:49 | 函数 data_analysis 执行完成，函数返回结果：{'code': 200, 'error': 'Success', 'data': {'time': 0, 'cal': 0, 'distance': 0, 'tss': 0, 'num': 0, 'days': 0}}

2024-07-24 17:32:37.147 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-07-24 17:32:37.148 | INFO | common.logger:wrapper:44 | 函数 data_analysis 开始执行，入参:(<POM.api.page_object.stats_PMC_page.DataAnalysis object at 0x000002334208B4A0>, 1){}
2024-07-24 17:32:37.272 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/analysis/data成功
2024-07-24 17:32:37.273 | INFO | common.logger:wrapper:49 | 函数 data_analysis 执行完成，函数返回结果：{'code': 200, 'error': 'Success', 'data': {'time': 71410.95, 'cal': 22215.46, 'distance': 638816.01, 'tss': 47735.61657372177, 'num': 198, 'elevation': 7233, 'days': 36}}

2024-07-24 17:32:37.442 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-07-24 17:32:37.444 | INFO | common.logger:wrapper:44 | 函数 total_data_analysis 开始执行，入参:(<POM.api.page_object.stats_PMC_page.DataAnalysis object at 0x00000233420E5AF0>,){}
2024-07-24 17:32:37.573 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/analysis/data成功
2024-07-24 17:32:37.574 | INFO | common.logger:wrapper:49 | 函数 total_data_analysis 执行完成，函数返回结果：{'code': 200, 'error': 'Success', 'data': {'time': 99784.03, 'cal': 30627.63, 'distance': 873893.11, 'tss': 54843.91657372177, 'num': 306, 'elevation': 11338.5, 'days': 49}}

2024-07-24 17:32:37.746 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-07-24 17:32:37.747 | INFO | common.logger:wrapper:44 | 函数 detail_analysis 开始执行，入参:(<POM.api.page_object.stats_PMC_page.DataAnalysis object at 0x00000233420E76E0>, 7){}
2024-07-24 17:32:37.866 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/analysis/detail成功
2024-07-24 17:32:37.867 | INFO | common.logger:wrapper:49 | 函数 detail_analysis 执行完成，函数返回结果：{'code': 200, 'error': 'Success', 'data': {}}

2024-07-24 17:32:38.030 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-07-24 17:32:38.032 | INFO | common.logger:wrapper:44 | 函数 detail_analysis 开始执行，入参:(<POM.api.page_object.stats_PMC_page.DataAnalysis object at 0x000002334208B620>, 28){}
2024-07-24 17:32:38.159 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/analysis/detail成功
2024-07-24 17:32:38.160 | INFO | common.logger:wrapper:49 | 函数 detail_analysis 执行完成，函数返回结果：{'code': 200, 'error': 'Success', 'data': {}}

2024-07-24 17:32:38.335 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-07-24 17:32:38.336 | INFO | common.logger:wrapper:44 | 函数 detail_analysis 开始执行，入参:(<POM.api.page_object.stats_PMC_page.DataAnalysis object at 0x00000233420C5EE0>, 84){}
2024-07-24 17:32:38.444 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/analysis/detail成功
